uid	Status	Filename	Sequence	Page	NameString	NameStringSic	Genus	GenusSic	Subgenus	OrigAuthor	CombAuthor	Citation	Cit1Author	Cit1NameString	Cit1Title	Cit1Volume	Cit1Number	Cit1Date	Cit1Pages	Cit1Status	Cit1Other	Cit2	Cit3	Cit4	varr	publication	leftovers	AfterDash	bid	extra_lines_flag	Iteration	Unicode	AdditionCorrection	TaxonRankID	IsHomonym	RLPComments	Flag
281080	1	SIL34_02_18_0234	16	4682	pagodula	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. iii							Atlas to Conch foss tert Adour				1	1	pagodula Fusus, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii.	0	70	0		0
281433	1	SIL34_02_18_0070	17	4518	ocellata	0	Empusa	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 110			Ins. Afr. Amér.	(—)		1812	110							Ins Afr Amér				0	1	ocellata Empusa, Palisot de B., Ins. Afr. Amér. (—) 1812, 110.	0	70	0		0
281592	1	SIL34_02_18_0073	24	4521	ocellatus	0	Varanus	0			C. H. G. v. Heyden in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Rept. (—) 1830 <em>vel</em> 1831, 21	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Rept.	(—)		1830 <em>vel</em> 1831	21							Reise				1	1	ocellatus Varanus, C. H. G. v. Heyden in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Rept. (—) 1830 <em>vel</em> 1831, 21.	0	70	0		0
281635	1	SIL34_02_18_0074	17	4522	Ochetostoma	0		0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.), Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 7	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.), Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	7							Reise				1	1	Ochetostoma E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 7.	0	60	0		0
281903	1	SIL34_02_18_0079	25	4527	ochroleucaria	0	Acidalia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1847, 24			Syst. Bearb. Schmett. Europ. III	(—)		1847	24							Syst Bearb Schmett Europ				0	1	ochroleucaria Acidalia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1847, 24.	0	70	0		0
282387	1	SIL34_02_18_0088	44	4536	octopunctata	0	Pentatoma	0			Palisot de B.	Ins. Afr. Améer. (—) 1813-20, 184			Ins. Afr. Amér.	(—)		1813-20	184							Ins Afr Améer				0	1	octopunctata Pentatoma, Palisot de B., Ins. Afr. Améer. (—) 1813-20, 184.	0	70	0		0
282397	1	SIL34_02_18_0089	6	4537	octopunctata	0	Zeuzera	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, II (—) 1837, 181			Ic. hist. lepidopt. Europe, II	(—)		1837	181							Ic hist lepidopt Europe				0	1	octopunctata Zeuzera, J. A. Boisduval, Ic. hist. lepidopt. Europe, II (—) 1837, 181.	0	70	0		0
282594	1	SIL34_02_18_0093	1	4541	oculata	0	Polia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 177			Mem. An. s. vert. Napoli, III	(—)		1828	177							Mem An s vert Napoli				0	1	oculata Polia, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 177.	0	70	0		0
282855	1	SIL34_02_18_0097	47	4545	Odontopus	0		0			G. Silbermann	Revue Entom. I (—) 1833, Descr. d'esp. nouv., no. 3			Revue Entom. I	(—)		1833								Revue Entom	Descr. d'esp. nouv., no. 3	Col.		0	1	Odontopus G. Silbermann, Revue Entom. I (—) 1833, Descr. d'esp. nouv., no. 3.—Col.	0	60	1		0
282902	1	SIL34_02_18_0098	41	4546	odora	0	Noctua	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 151			Ins. Afr. Amér.	(—)		1813-20	151							Ins Afr Amér		Phal. odorata, L. 1758.		0	1	odora Noctua, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 151.—Phal. odorata, L. 1758.	0	70	0		0
282988	1	SIL34_02_18_0100	19	4548	Oedipus	0		0			J. J. Tschudi	Classif. Batrach. 1838—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel. II. 1839 [[1840], 58 & 93			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel. II. 1839 [[1840], 58 & 93	R.		1	1	Oedipus J. J. Tschudi, Classif. Batrach. 1838—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel. II. 1839 [[1840], 58 & 93.—R.	0	60	1		0
283021	1	SIL34_02_18_0102	5	4550	oeningensis	0	[Pelophilus] (Ag.)	0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 47			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 47	Bombinator.		1	1	oeningensis [Pelophilus] (Ag.), J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 47.—Bombinator.	0	70	0		0
283024	1	SIL34_02_18_0102	8	4550	oeno	0	Chionobas	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, I (—) 1833, 195			Ic. hist. lepidopt. Europe, I	(—)		1833	195							Ic hist lepidopt Europe				0	1	oeno Chionobas, J. A. Boisduval, Ic. hist. lepidopt. Europe, I (—) 1833, 195.	0	70	0		0
283071	1	SIL34_02_18_0103	7	4551	oertzeniella	0	Eudorea	0			Herrich-S.	Syst. Bearb. Schmett. Europ. IV (—) 1848, 49			Syst. Bearb. Schmett. Europ. IV	(—)		1848	49							Syst Bearb Schmett Europ		oertziella, Messing. ? MS.		1	1	oertzeniella Eudorea, Herrich-S., Syst. Bearb. Schmett. Europ. IV (—) 1848, 49.—oertziella, Messing. ? MS.	0	70	0		0
283220	1	SIL34_02_18_0106	2	4554	ockenii	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 175			Mem. An. s. vert. Napoli, III	(—)		1828	175							Mem An s vert Napoli				0	1	ockenii Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 175.	0	70	0		0
283342	1	SIL34_02_18_0108	22	4556	olfersii	0	Amphitrite	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 179			Mem. An. s. vert. Napoli, III	(—)		1828	179							Mem An s vert Napoli				0	1	olfersii Amphitrite, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 179.	0	70	0		0
283467	1	SIL34_02_18_0110	41	4558	oliva	0	Voluta	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Suppl., pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Suppl., pl. 1							Atlas to Conch foss tert Adour				1	1	oliva Voluta, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Suppl., pl. 1.	0	70	0		0
284148	1	SIL34_02_18_0123	39	4571	omodius	0	Conostoma	0			B. H. Hodgson	J. Asiat. Soc. Bengal, X. 1841 (? Jan. 1842), plate.			J. Asiat. Soc. Bengal, X.			1841 (? Jan. 1842)	plate							J Asiat Soc Bengal	[=aemodius, <em>q.v.</em>			1	9	omodius Conostoma, B. H. Hodgson, J. Asiat. Soc. Bengal, X. 1841 (? Jan. 1842), plate. [=aemodius, <em>q.v.</em>	0	70	0		0
284224	1	SIL34_02_18_0125	12	4573	Omyta	0		0			M. Spinola	Tav. sin. Hem. 1850.—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 71			Tav. sin. Hem.			1850								Tav sin Hem	<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 71	Hem.		0	1	Omyta M. Spinola, Tav. sin. Hem. 1850.—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 71.—Hem.	0	60	0		0
284260	1	SIL34_02_18_0125	48	4573	Onchophora	0		0			Krøyer	Danmark's Fiske, I (—) 1840, 596			Danmark's Fiske, I	(—)		1840	596							Danmark's Fiske	[Oncophora, Glock ; <em>teste</em> S. & H.]			0	2	Onchophora Krøyer, Danmark's Fiske, I (—) 1840, 596 [Oncophora, Glock ; <em>teste</em> S. & H.].	0	60	0		0
284343	1	SIL34_02_18_0127	20	4575	oniscinus	0	Polydesmus	0			Gervais & Goudot	Ann. Soc. Ent. France [2] II. 1844, Bull., [p. xxviii			Ann. Soc. Ent. France [2] II.			1844, Bull.	[p. xxviii							Ann Soc Ent France				1	1	oniscinus Polydesmus, Gervais & Goudot, Ann. Soc. Ent. France [2] II. 1844, Bull., [p. xxviii.	0	70	0		0
284349	1	SIL34_02_18_0127	26	4575	oniscoides	0	Agathidium	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 160			Ins. Afr. Amér.	(—)		1813-20	160							Ins Afr Amér				0	1	oniscoides Agathidium, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 160.	0	70	0		0
284485	1	SIL34_02_18_0130	7	4578	Onychura	0		0			J. Brookes	Cat. Anat. Mus. 1828, 54 [<em>vide</em> Palmer, Ind. Gen. Mamm. 1904, 476].			Cat. Anat. Mus.			1828	54							Cat Anat Mus	[<em>vide</em> Palmer, Ind. Gen. Mamm. 1904, 476]			0	15	Onychura J. Brookes, Cat. Anat. Mus. 1828, 54 [<em>vide</em> Palmer, Ind. Gen. Mamm. 1904, 476].	0	60	0		0
284572	1	SIL34_02_18_0131	41	4579	opacalis	0	Pyralis	0			J. Huebner	Europ. Schmett., Tab. Pyralis, 26			Europ. Schmett., Tab. Pyralis, 26			[Fernaldo judice 1811-18]		[<em>n. et f.</em>]						Europ Schmett				1	1	opacalis Pyralis, J. Huebner, Europ. Schmett., Tab. Pyralis, 26 [Fernaldo judice 1811-18] [<em>n. et f.</em>].	0	70	0		0
284578	1	SIL34_02_18_0131	47	4579	opacella	0	Psyche	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 19			Syst. Bearb. Schmett. Europ. II	(—)		1846	19							Syst Bearb Schmett Europ				0	1	opacella Psyche, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 19.	0	70	0		0
285509	1	SIL34_02_18_0153	8	4601	orbigniana	0	Cypraea	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Porcellaines, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Porcellaines, pl. ii							Atlas to Conch foss tert Adour				1	1	orbigniana Cypraea, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Porcellaines, pl. ii.	0	70	0		0
285751	1	SIL34_02_18_0157	40	4605	Orchestes	0		0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sic. Nat. Neuchâtel, II. 1839 [1840], 35 & 76			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sic. Nat. Neuchâtel, II. 1839 [1840], 35 & 76	R.		1	1	Orchestes J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sic. Nat. Neuchâtel, II. 1839 [1840], 35 & 76.—R.	0	60	1		0
285840	1	SIL34_02_18_0159	22	4607	oregonensis	0	Saprinus	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 75			Proc. Boston Soc. N. H. I	(—)		1844	187			Boston Journ. N. H. V (1) 1845, 75				Proc Boston Soc N H				1	2	oregonensis Saprinus, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 75.	0	70	0		0
286109	1	SIL34_02_18_0164	21	4612	orientalis	0	Mus	0			P. J. Cretzschmar in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Säug. (—) 1830 <em>vel</em> 1831, 76	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Säug.	(—)		1830 <em>vel</em> 1831	76							Reise				1	1	orientalis Mus, P. J. Cretzschmar in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Säug. (—) 1830 <em>vel</em> 1831, 76.	0	70	0		0
286587	1	SIL34_02_18_0173	28	4621	ornatus	0	Gobius	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.), Fische (—) 1830 <em>vel</em> 1831, 135	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.), Fische	(—)		1830 <em>vel</em> 1831	135							Reise				1	1	ornatus Gobius, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Fische (—) 1830 <em>vel</em> 1831, 135.	0	70	0		0
286895	1	SIL34_02_18_0180	19	4628	Orneus	0		0			J. Huebner	Exot. Schmett. II. Tab. [159] [? 1820]			Exot. Schmett. II. Tab. [159]			[? 1820]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Orneus J. Huebner, Exot. Schmett. II. Tab. [159] [? 1820].—Lep. [<em>n. et f.</em>].	0	60	0		0
286979	1	SIL34_02_18_0181	50	4629	orontii	0	Argyrospila	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850—51, 374			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	374							Syst Bearb Schmett Europ				0	1	orontii Argyrospila, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850—51, 374.	0	70	0		0
287108	1	SIL34_02_18_0184	15	4632	orthacantha	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 130			Ins. Afr. Amér.	(—)		1813	130							Ins Afr Amér				0	1	orthacantha Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1813, 130.	0	70	0		0
287218	1	SIL34_02_18_0186	15	4634	Orthoschisops	0		0			M. Spinola	Tav. sin. Hem. 1850.—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, [75			Tav. sin. Hem.			1850								Tav sin Hem	<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, [75	Hem.		1	1	Orthoschisops M. Spinola, Tav. sin. Hem. 1850.—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, [75.—Hem.	0	60	0		0
287317	1	SIL34_02_18_0188	8	4636	oryssiformis	0	Sesia	0			v. Heyden in Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 79	Herrich-S.		Syst. Bearb. Schmett. Europ. II	(—)		1846	79							Syst Bearb Schmett Europ				0	1	oryssiformis Sesia, v. Heyden in Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 79.	0	70	0		0
287431	1	SIL34_02_18_0190	15	4638	osculans	0	Physa	0			S. S. Haldeman	Mon. Limniades N. Amer. wrapper of (2) Jan. 1841, [3]			Mon. Limniades N. Amer.			wrapper of (2) Jan. 1841	[3]							Mon Limniades N Amer wrapper of				0	1	osculans Physa, S. S. Haldeman, Mon. Limniades N. Amer. wrapper of (2) Jan. 1841, [3].	0	70	0		0
287789	1	SIL34_02_18_0197	5	4645	otto	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 175			Mem. An. s. vert. Napoli, III	(—)		1828	175							Mem An s vert Napoli				0	1	otto Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 175.	0	70	0		0
287822	1	SIL34_02_18_0197	38	4645	otus	0	Lasiocampa (Dru.)	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, II (—) 1837, 163			Ic. hist. lepidopt. Europe, II	(—)		1837	163							Ic hist lepidopt Europe		[Sphinx, 1770.		1	1	otus Lasiocampa (Dru.), J. A. Boisduval, Ic. hist. lepidopt. Europe, II (—) 1837, 163.—[Sphinx, 1770.	0	70	0		0
288259	1	SIL34_02_18_0206	42	4654	ovata	0	Millepora	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 44			Mem. An. s. vert. Napoli, III	(—)		1828	44							Mem An s vert Napoli				0	1	ovata Millepora, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 44.	0	70	0		0
288309	1	SIL34_02_18_0207	38	4655	ovatus	0	Pecten	0			F. M'Coy in Griffith	Not. foss. Mtn. Lst. Ireland, 1842, 14 [<em>n. n.</em>]. ; Syn. Carb. Lst. foss. Ireland, 1844, 97	Griffith		Not. foss. Mtn. Lst. Ireland			1842	14	[<em>n. n.</em>].		Syn. Carb. Lst. foss. Ireland, 1844, 97				Not foss Mtn Lst Ireland				1	2	ovatus Pecten, F. M'Coy in Griffith, Not. foss. Mtn. Lst. Ireland, 1842, 14 [<em>n. n.</em>]. ; Syn. Carb. Lst. foss. Ireland, 1844, 97.	0	70	0		0
288390	1	SIL34_02_18_0209	10	4657	ovatus	0	Trox	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 175			Ins. Afr. Amér.	(—)		1813-20	175							Ins Afr Amér				0	1	ovatus Trox, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 175.	0	70	0		0
288454	1	SIL34_02_18_0210	18	4658	ovinum	0	Palaeotherium	0			A. Aymard	Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 (wrapper), 246			Ann. Soc. Agric. Puy, XII.			1842-46, 1846, 1848 (wrapper)	246							Ann Soc Agric Puy				1	1	ovinum Palaeotherium, A. Aymard, Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 (wrapper), 246.	0	70	0		0
288489	1	SIL34_02_18_0212	5	4660	ovulina	0	Cypraea	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Porcellaines, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Porcellaines, pl. ii							Atlas to Conch foss tert Adour				1	1	ovulina Cypraea, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Porcellaines, pl. ii.	0	70	0		0
288591	1	SIL34_02_18_0214	3	4662	owariensis	0	Phaleria	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 144			Ins. Afr. Amér.	(—)		1813-20	144							Ins Afr Amér				0	1	owariensis Phaleria, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 144.	0	70	0		0
288592	1	SIL34_02_18_0214	4	4662	owariensis	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 41			Ins. Afr. Amér.	(—)		1807	41							Ins Afr Amér				0	1	owariensis Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1807, 41.	0	70	0		0
288762	1	SIL34_02_18_0217	14	4665	Oxydozyga	0		0			Tschudi (<em>ex</em> Kuhl MS)	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 85			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 85	R.		1	1	Oxydozyga Tschudi (<em>ex</em> Kuhl MS), Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 85.—R.	0	60	0		0
288768	1	SIL34_02_18_0217	20	4665	Oxyglossus	0		0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 48 & 85			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 48 & 85	R.		1	1	Oxyglossus J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 48 & 85.—R.	0	60	1		0
289542	1	SIL34_02_18_0236	21	4684	Palaeobatrachus	0		0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 42 & 81			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 42 & 81	R.		1	1	Palaeobatrachus J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 42 & 81.—R.	0	60	0		0
289572	1	SIL34_02_18_0236	51	4684	Palaeophrynos	0		0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 52 & 89			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 52 & 89	R.		1	1	Palaeophrynos J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 52 & 89.—R.	0	60	0		0
290294	1	SIL34_02_19_0012	11	4700	pallida	0	Amnicola	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (4) Jan. 1842, [3]			Mon. Limniades N. Amer.			wrapper of (4) Jan. 1842	[3]							Mon Limniades N Amer				1	1	pallida Amnicola, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (4) Jan. 1842, [3].	0	70	0		0
290411	1	SIL34_02_19_0014	22	4702	pallida	0	Doris	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 33	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	33							Reise				1	1	pallida Doris, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 33.	0	70	0		0
290483	1	SIL34_02_19_0015	40	4703	pallida	0	Libellula	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 171			Ins. Afr. Amér.	(—)		1813-20	171							Ins Afr Amér				0	1	pallida Libellula, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 171.	0	70	0		0
290609	1	SIL34_02_19_0018	12	4706	pallida	0	Saxicola	0			P. J. Cretzschmar in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Vögel (—) 1830 <em>vel</em> 1831, 51	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Vögel	(—)		1830 <em>vel</em> 1831	51							Reise				1	1	pallida Saxicola, P. J. Cretzschmar in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Vögel (—) 1830 <em>vel</em> 1831, 51.	0	70	0		0
290616	1	SIL34_02_19_0018	19	4706	pallida	0	Scutellera	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 234			Ins. Afr. Amér.	(—)		1813-20	234							Ins Afr Amér				0	1	pallida Scutellera, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 234.	0	70	0		0
290623	1	SIL34_02_19_0018	26	4706	pallidum	0	Sphaeridium	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 157			Ins. Afr. Amér.	(—)		1813-20	157							Ins Afr Amér				0	1	pallidum Sphaeridium, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 157.	0	70	0		0
290634	1	SIL34_02_19_0018	37	4706	pallidus	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 100			Ins. Afr. Amér.	(—)		1809	100							Ins Afr Amér				0	1	pallidus Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1809, 100.	0	70	0		0
291282	1	SIL34_02_19_0031	11	4719	palpinus	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 221			Ins. Afr. Amér.	(—)		1813-20	221							Ins Afr Amér				0	1	palpinus Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 221.	0	70	0		0
292410	1	SIL34_02_19_0045	42	4733	pantherina	0	Endagria	0			J. A. Boisduval	Ic. hist, lepidopt. Europe, II (—) 1837, 177			Ic. hist, lepidopt. Europe, II	(—)		1837	177							Ic hist		Cossus, ? Ochs.		1	1	pantherina Endagria, J. A. Boisduval, Ic. hist, lepidopt. Europe, II (—) 1837, 177.—Cossus, ? Ochs.	0	70	0		0
292437	1	SIL34_02_19_0046	19	4734	pantherinus	0	Rhombus	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 & 1831, 121	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 & 1831	121							Reise				1	1	pantherinus Rhombus, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 & 1831, 121.	0	70	0		0
293113	1	SIL34_02_19_0059	31	4747	paradoxa	0	Melolontha	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 173			Ins. Afr. Amér.	(—)		1813-20	173							Ins Afr Amér				0	1	paradoxa Melolontha, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 173.	0	70	0		0
293280	1	SIL34_02_19_0063	20	4751	parallelus	0	Ancylus	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (2) Jan. 1841, [3]			Mon. Limniades N. Amer.			wrapper of (2) Jan. 1841	[3]							Mon Limniades N Amer				1	1	parallelus Ancylus, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (2) Jan. 1841, [3].	0	70	0		0
293290	1	SIL34_02_19_0063	30	4751	parallelus	0	Aphodius	0			E. Mulsant (<em>ex</em> Ray MS)	Ann. Soc. Agric. Lyon, VI (—) 1843, 277			Ann. Soc. Agric. Lyon, VI	(—)		1843	277							Ann Soc Agric Lyon				0	1	parallelus Aphodius, E. Mulsant (<em>ex</em> Ray MS), Ann. Soc. Agric. Lyon, VI (—) 1843, 277.	0	70	0		0
293452	1	SIL34_02_19_0067	24	4755	Paranthrena	0		0			v. Heyden in Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 59	Herrich-S.		Syst. Bearb. Schmett. Europ. II	(—)		1846	59							Syst Bearb Schmett Europ		Lep.		0	1	Paranthrena v. Heyden in Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 59.—Lep.	0	60	0		0
293561	1	SIL34_02_19_0069	32	4757	parasitum	0	Trichosoma	0			J. A. Boisduval	Ic. hist, lepidopt. Europe, II (—) 1835, 121			Ic. hist, lepidopt. Europe, II	(—)		1835	121							Ic hist		Chelonia, God.		1	1	parasitum Trichosoma, J. A. Boisduval, Ic. hist, lepidopt. Europe, II (—) 1835, 121.—Chelonia, God.	0	70	0		0
294102	1	SIL34_02_19_0079	46	4767	parthenopeia	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III. (—) 1828, 175			Mem. An. s. vert. Napoli, III.	(—)		1828	175							Mem An s vert Napoli				0	1	parthenopeia Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, III. (—) 1828, 175.	0	70	0		0
